Handle,Url,TwitterName,Type,Party,PartyColor1,PartyColor2,PartyID,Website
@AJohanssonC,https://twitter.com/AJohanssonC,Anders Johansson,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@JoachimTHP,https://twitter.com/JoachimTHP,Joachim Torp Hoffmann-Petersen,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@AnneFiber,https://twitter.com/AnneFiber,Anne Fiber,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@TobiasBennedsen,https://twitter.com/TobiasBennedsen,Tobias Bennedsen,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@Emil150302,https://twitter.com/Emil150302,Emil Holbech Hansen,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@hannebjornk,https://twitter.com/hannebjornk,Hanne Bjørn,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@HenrikSoerensen,https://twitter.com/HenrikSoerensen,HenrikSoerensen,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@MagnusVonDrei,https://twitter.com/MagnusVonDrei,Magnus Von Dreiager,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@Scheelsbeck,https://twitter.com/Scheelsbeck,Merete Scheelsbeck,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@r_rugaard,https://twitter.com/r_rugaard,Michael R Rugaard,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@AKroyerL,https://twitter.com/AKroyerL,Anders Krøyer,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@casperohlers,https://twitter.com/casperohlers,Casper Øhlers,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@Helle_Bonnesen,https://twitter.com/Helle_Bonnesen,Helle Bonnesen (C),Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@HelleJoench,https://twitter.com/HelleJoench,Helle Jønch,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@lauralindahl,https://twitter.com/lauralindahl,Laura Lindahl,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@NicolaELarsen,https://twitter.com/NicolaELarsen,Nicola Emily Larsen,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@nikolajbogh,https://twitter.com/nikolajbogh,Nikolaj Bøgh,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@StakemannPeter,https://twitter.com/StakemannPeter,Peter Stakemann,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@ricodjernis,https://twitter.com/ricodjernis,Rico Djernis,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@JakobAxel67,https://twitter.com/JakobAxel67,Jakob Axel Nielsen,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@jenshenrikkirk,https://twitter.com/jenshenrikkirk,Jens-Henrik Kirk,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@LeneBurchardt,https://twitter.com/LeneBurchardt,Lene Burchardt,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@miatangdenmark,https://twitter.com/miatangdenmark,Mia Tang - journalist og konservativ debattør,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@BusterReinhardt,https://twitter.com/BusterReinhardt,C. Buster Reinhardt,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@EHulgaard,https://twitter.com/EHulgaard,Egil Hulgaard,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@NikolajBlueeyes,https://twitter.com/NikolajBlueeyes,Nikolaj Frederiksen,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@AndreasEKarlsen,https://twitter.com/AndreasEKarlsen,Andreas Karlsen,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@annettejuhlers,https://twitter.com/annettejuhlers,Annette Juhler Kjær,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@frupetersen,https://twitter.com/frupetersen,Helle Laursen Petersen,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@MadsAndersenC,https://twitter.com/MadsAndersenC,Mads C. Andersen,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@silberg_mads,https://twitter.com/silberg_mads,Mads Silberg,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@sancoeur,https://twitter.com/sancoeur,Regitze Harslund Sancoeur,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@runekdk,https://twitter.com/runekdk,Rune Kristensen,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@kongendk1,https://twitter.com/kongendk1,Dan Foss Kragh,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@FrederikMnster,https://twitter.com/FrederikMnster,Frederik Bloch Münster,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@DrDahlberg,https://twitter.com/DrDahlberg,Rasmus Dahlberg,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@sandkrabben,https://twitter.com/sandkrabben,Rasmus Sandvej,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@RikkeNorlyk,https://twitter.com/RikkeNorlyk,Rikke Norlyk,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@steenHiversen,https://twitter.com/steenHiversen,Steen Holm Iversen,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@nkokdm,https://twitter.com/nkokdm,Dina Raabjerg,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@MICHAEL_NORUP_,https://twitter.com/MICHAEL_NORUP_,MICHAEL NORUP,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@AndersKLund,https://twitter.com/AndersKLund,Anders Krojgaard Lund,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@Printzen72,https://twitter.com/Printzen72,Heidi Printzen,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@IsabellaArendt,https://twitter.com/IsabellaArendt,Isabella Arendt,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@KlausNyengaard,https://twitter.com/KlausNyengaard,Klaus Nyengaard,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@gmpconsult_dk,https://twitter.com/gmpconsult_dk,kristian damsgaard,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@sorenvanting,https://twitter.com/sorenvanting,Vanting,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@KDpolitik,https://twitter.com/KDpolitik,Kristendemokraterne,Parti,Kristendemokraterne,"""#53619B""","""#2F3C55""",K,https://kd.dk/
@MKarlsmose,https://twitter.com/MKarlsmose,Marianne Karlsmose,Leder,Kristendemokraterne,"""#53619B""","""#2F3C55""",K,
@Bjarne_HK,https://twitter.com/Bjarne_HK,Bjarne H. Kirkegaard,Folketingskandidat,Kristendemokraterne,"""#53619B""","""#2F3C55""",K,
@KD_Mwest,https://twitter.com/KD_Mwest,Michelle West,Folketingskandidat,Kristendemokraterne,"""#53619B""","""#2F3C55""",K,
@BozoJamil,https://twitter.com/BozoJamil,jenan jamil bozo,Folketingskandidat,Kristendemokraterne,"""#53619B""","""#2F3C55""",K,
@BoletteWestphal,https://twitter.com/BoletteWestphal,Bolette von Westphal,Folketingskandidat,Kristendemokraterne,"""#53619B""","""#2F3C55""",K,
@EsbenFreJohnsen,https://twitter.com/EsbenFreJohnsen,Esben Frette Johnsen,Folketingskandidat,Kristendemokraterne,"""#53619B""","""#2F3C55""",K,
@JesperHousgaard,https://twitter.com/JesperHousgaard,Jesper Housgaard,Folketingskandidat,Kristendemokraterne,"""#53619B""","""#2F3C55""",K,
@tinamoerk61,https://twitter.com/tinamoerk61,Tina mørk,Folketingskandidat,Kristendemokraterne,"""#53619B""","""#2F3C55""",K,
@StigGrenov,https://twitter.com/StigGrenov,Stig Grenov,Folketingskandidat,Kristendemokraterne,"""#53619B""","""#2F3C55""",K,
@john_haugegaard,https://twitter.com/john_haugegaard,John Haugegaard,Folketingskandidat,Kristendemokraterne,"""#53619B""","""#2F3C55""",K,
@guldfred,https://twitter.com/guldfred,eva guldfred,Folketingskandidat,Kristendemokraterne,"""#53619B""","""#2F3C55""",K,
@Sommerbirk,https://twitter.com/Sommerbirk,Marcus Sommerbirk,Folketingskandidat,Kristendemokraterne,"""#53619B""","""#2F3C55""",K,
@H_Hjortshoej,https://twitter.com/H_Hjortshoej,Henrik Hjortshøj,Folketingskandidat,Kristendemokraterne,"""#53619B""","""#2F3C55""",K,
@HannaLyng,https://twitter.com/HannaLyng,Hanna-Maria Smed Molte Lyng,Folketingskandidat,Kristendemokraterne,"""#53619B""","""#2F3C55""",K,
@uhoc1949,https://twitter.com/uhoc1949,Henning Østergaard,Folketingskandidat,Kristendemokraterne,"""#53619B""","""#2F3C55""",K,
@LiberalUngdomDK,https://twitter.com/LiberalUngdomDK,Liberal Alliances Ungdom,Ungdomsparti,Liberal Alliance,"""#F0B340""","""#012945""",I,
@LiberalAlliance,https://twitter.com/LiberalAlliance,Liberal Alliance,Parti,Liberal Alliance,"""#F0B340""","""#012945""",I,https://www.liberalalliance.dk/
@SociologenHD,https://twitter.com/SociologenHD,Henrik Dahl,MF,Liberal Alliance,"""#F0B340""","""#012945""",I,
@olebirkolesen,https://twitter.com/olebirkolesen,Ole Birk Olesen,MF,Liberal Alliance,"""#F0B340""","""#012945""",I,
@AlexVanopslagh,https://twitter.com/AlexVanopslagh,Alex Vanopslagh,Leder,Liberal Alliance,"""#F0B340""","""#012945""",I,
@solbjorgLA,https://twitter.com/solbjorgLA,Sólbjørg Jakobsen,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@MartinNbech,https://twitter.com/MartinNbech,Martin Bech,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@KH_SkatkaHammer,https://twitter.com/KH_SkatkaHammer,Kenneth Skatka Hammer,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@MichelThrysoee,https://twitter.com/MichelThrysoee,Michel Thrysøe,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@VHorsted,https://twitter.com/VHorsted,Victor Horsted,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@carstenbachft,https://twitter.com/carstenbachft,Carsten Bach,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@tjliberal,https://twitter.com/tjliberal,Thorbjørn Jacobsen,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@JmMeilvang,https://twitter.com/JmMeilvang,Jens Meilvang,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@steffengj,https://twitter.com/steffengj,steffen jespersen,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@kv01060817,https://twitter.com/kv01060817,Kurt Vind Christians,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@CarlAndersenLA,https://twitter.com/CarlAndersenLA,Carl Andersen,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@TobiasPagh,https://twitter.com/TobiasPagh,Tobias Pagh,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@KimAlexander,https://twitter.com/KimAlexander,Kim Alexander Jensen,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@KennethKirkeby,https://twitter.com/KennethKirkeby,Kenneth Kirkeby,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@KirkebyAnders,https://twitter.com/KirkebyAnders,Anders Kirkeby,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@silke_hein,https://twitter.com/silke_hein,Silke Anna Hein,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@MunkChristoffer,https://twitter.com/MunkChristoffer,Christoffer Munk,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@LarsChristianB5,https://twitter.com/LarsChristianB5,Lars-Christian Brask,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@xSkalvig,https://twitter.com/xSkalvig,Sandra Elisabeth Skalvig,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@NikolajVester,https://twitter.com/NikolajVester,DarthVester,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@NSA42,https://twitter.com/NSA42,Nicolai Sandager,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@FHG1996,https://twitter.com/FHG1996,Frederik Grünfeld,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@louie_andersen,https://twitter.com/louie_andersen,louie andersen,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@riisbernickow,https://twitter.com/riisbernickow,Joachim Riis-Bernickow,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@HenrikThomsen18,https://twitter.com/HenrikThomsen18,Henrik Thomsen,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@SteffenFrolund,https://twitter.com/SteffenFrolund,Steffen W. Frølund,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@KimBjoernstrup,https://twitter.com/KimBjoernstrup,Kim Bjoernstrup,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@LarsHolmqvist,https://twitter.com/LarsHolmqvist,Lars Høyer Holmqvist,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
@Sjorslev_,https://twitter.com/Sjorslev_,Steffen Sjørslev,Folketingskandidat,Liberal Alliance,"""#F0B340""","""#012945""",I,
